V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W]
0.334592342,0.003236274,0.001082832,0.33463192,0.002946678,0.000986052,0.314856529,0.002950971,0.000929132,0.314932823,0.002550168,0.000803132,0.295078278,0.002546293,0.000751356,0.295169353,0.002104101,0.000621066,0.295176506,0.002102047,0.000620475,0.29524374,0.00204738,0.000604476,0.29519701,0.002046065,0.000603992,0.295266151,0.001716804,0.000506914,0.295231819,0.001713758,0.000505956,0.295133114,0.001604616,0.000473575,0.295176983,0.001607613,0.00047453,0.295220375,0.000821623,0.00024256,0.295253277,0.000820538,0.000242266,0.295190334,0.000684832,0.000202156,0.295212269,0.000685116,0.000202255,0.295212269,0.000522957,0.000154383,0.295293808,0.000520553,0.000153716,0.295138836,0.00037426,0.000110459,0.295184135,0.000373608,0.000110283,0.29518652,1.60E-05,4.74E-06,0.295238018,0.000618127,0.000182495,0.295254707,0.000612971,0.000180983
0.354300022,0.003237621,0.001147089,0.354341984,0.002948093,0.001044633,0.334575653,0.002951735,0.000987579,0.334652424,0.002551674,0.000853924,0.314787865,0.002547594,0.000801952,0.314880848,0.002104172,0.000662563,0.314888477,0.002102872,0.00066217,0.314958572,0.002048609,0.000645227,0.314911842,0.002046963,0.000644613,0.314981937,0.001717818,0.000541082,0.314946651,0.00171429,0.00053991,0.314844608,0.001605938,0.000505621,0.314882755,0.001608191,0.000506392,0.314932823,0.000821763,0.0002588,0.31496191,0.000820481,0.00025842,0.314899445,0.000685055,0.000215724,0.314919949,0.000684837,0.000215669,0.31492424,0.000522933,0.000164684,0.315010071,0.000520557,0.000163981,0.314847469,0.000374123,0.000117792,0.314890862,0.000373482,0.000117606,0.314898491,1.61E-05,5.06E-06,0.314948559,0.000618327,0.000194741,0.314972401,0.000613111,0.000193113
0.374004364,0.003237845,0.001210968,0.374054909,0.002949391,0.001103234,0.354287148,0.002951773,0.001045775,0.354363918,0.002552957,0.000904676,0.334503174,0.002548427,0.000852457,0.334596157,0.002104529,0.000704167,0.334607601,0.002103397,0.000703813,0.33468008,0.002049504,0.000685928,0.334631443,0.002048128,0.000685368,0.334695816,0.001718538,0.000575188,0.334668636,0.001714955,0.000573942,0.334558487,0.001607218,0.000537708,0.334598064,0.001608864,0.000538323,0.334653378,0.000821866,0.00027504,0.33467865,0.000820675,0.000274662,0.334615231,0.000685341,0.000229325,0.334635735,0.000684817,0.000229164,0.334641457,0.000523132,0.000175062,0.334724903,0.000520702,0.000174292,0.334554672,0.000374002,0.000125124,0.334605694,0.000373441,0.000124956,0.334613323,1.61E-05,5.38E-06,0.334668159,0.000618531,0.000207003,0.334689617,0.000613283,0.00020526
0.39370966,0.003238006,0.001274834,0.393760204,0.002950797,0.001161906,0.374001026,0.002951786,0.001103971,0.374072075,0.002554384,0.000955524,0.354212761,0.002549275,0.000902986,0.354310989,0.002105161,0.000745882,0.354318142,0.002104988,0.000745836,0.354398251,0.00205028,0.000726616,0.35435009,0.002049678,0.000726303,0.354406834,0.001719439,0.000609381,0.354382038,0.001715947,0.000608101,0.354270935,0.001608458,0.00056983,0.354307652,0.001609793,0.000570362,0.354365349,0.000821976,0.00029128,0.354393482,0.000820939,0.000290936,0.354328632,0.000685548,0.000242909,0.354345322,0.000685043,0.000242742,0.354352951,0.000523206,0.0001854,0.354432583,0.000520837,0.000184602,0.35426569,0.00037389,0.000132456,0.354319572,0.000373477,0.00013233,0.354323387,1.61E-05,5.71E-06,0.3543787,0.00061875,0.000219272,0.354398727,0.000613481,0.000217417
0.413412571,0.003239277,0.001339158,0.413471699,0.00295287,0.001220928,0.393707275,0.002951356,0.00116197,0.393774986,0.002555993,0.001006486,0.373923779,0.002549502,0.00095332,0.374030113,0.002105891,0.000787667,0.374039173,0.002105331,0.000787476,0.374116421,0.002051125,0.000767359,0.374065876,0.002050953,0.000767192,0.374116898,0.001720032,0.000643493,0.374097347,0.001716712,0.000642217,0.373991489,0.001609346,0.000601882,0.374022484,0.001610697,0.000602437,0.374087334,0.000822184,0.000307569,0.374111652,0.000821185,0.000307215,0.37405014,0.000685616,0.000256455,0.374062061,0.000685324,0.000256354,0.374067783,0.000523109,0.000195678,0.374152184,0.000521028,0.000194944,0.373978615,0.000373794,0.000139791,0.374037743,0.000373555,0.000139724,0.374036789,1.62E-05,6.05E-06,0.374091148,0.00061897,0.000231551,0.374110699,0.000613676,0.000229583
0.433115482,0.003240106,0.00140334,0.43317461,0.002955197,0.001280116,0.41341877,0.002951183,0.001220074,0.413484573,0.002557203,0.001057364,0.39362812,0.002549264,0.001003462,0.39373064,0.00210685,0.000829532,0.393746853,0.002106108,0.000829273,0.393825054,0.002051232,0.000807826,0.393778324,0.002052423,0.0008082,0.393822193,0.001720256,0.000677475,0.393800259,0.001717632,0.000676404,0.393699646,0.001610114,0.000633901,0.393727303,0.001611337,0.000634427,0.393790245,0.000822375,0.000323843,0.393819332,0.000821652,0.000323582,0.393761158,0.000685584,0.000269956,0.393765926,0.000685584,0.00026996,0.393769264,0.000523039,0.000205957,0.393846512,0.000521378,0.000205343,0.393685341,0.000373667,0.000147107,0.393738747,0.000373645,0.000147119,0.3937397,1.62E-05,6.39E-06,0.393797398,0.000619199,0.000243839,0.393814564,0.000613888,0.000241758
0.452826977,0.003241567,0.001467869,0.452886105,0.002956618,0.001339011,0.433124065,0.00295154,0.001278383,0.433188915,0.002557973,0.001108086,0.413337231,0.002549351,0.001053742,0.413444042,0.002107845,0.000871476,0.41346693,0.002107,0.000871175,0.413539886,0.002051086,0.000848206,0.413493156,0.002053961,0.000849299,0.413534641,0.00172052,0.000711495,0.413512707,0.001718503,0.000710623,0.413414955,0.001610829,0.000665941,0.413440228,0.001611632,0.000666313,0.41350317,0.000822436,0.00034008,0.413533688,0.000821949,0.000339904,0.413478851,0.000685485,0.000283434,0.413479805,0.000685851,0.000283586,0.413479805,0.000523047,0.000216269,0.413554192,0.000521619,0.000215718,0.413395405,0.000373552,0.000154425,0.413452148,0.000373763,0.000154533,0.413453579,1.63E-05,6.73E-06,0.413509846,0.000619423,0.000256138,0.413520336,0.000614068,0.00025393
0.472538471,0.003243787,0.001532814,0.472596645,0.00295777,0.001397832,0.45283699,0.0029525,0.001337001,0.452898502,0.002558718,0.001158839,0.433042049,0.002549469,0.001104027,0.433150291,0.002108836,0.000913443,0.433174133,0.002108454,0.000913328,0.433244705,0.002050994,0.000888582,0.433203697,0.00205533,0.000890376,0.433246136,0.001720821,0.000745539,0.433219433,0.001719071,0.000744735,0.433122158,0.001611446,0.000697953,0.433143616,0.001611742,0.000698116,0.433208466,0.000822479,0.000356305,0.433237076,0.000822107,0.000356167,0.433190823,0.000685333,0.00029688,0.433187008,0.000686066,0.000297195,0.43318224,0.000522966,0.000226539,0.433256626,0.000521692,0.000226026,0.433100224,0.00037344,0.000161737,0.433157921,0.000373848,0.000161935,0.433157444,1.63E-05,7.07E-06,0.433216572,0.000619621,0.00026843,0.433225155,0.000614251,0.000266109
0.492248535,0.003246436,0.001598053,0.492306232,0.002959089,0.001456778,0.472547531,0.002953787,0.001395805,0.472607613,0.002558977,0.001209392,0.452750683,0.002549272,0.001154184,0.452856064,0.002109762,0.000955418,0.452890873,0.002109919,0.000955563,0.452963829,0.002050956,0.000929009,0.452915668,0.002056144,0.00093126,0.452958107,0.001721156,0.000779611,0.452927589,0.00171973,0.000778913,0.452828884,0.0016122,0.000730051,0.452854156,0.001611464,0.000729758,0.45291996,0.000822358,0.000372462,0.45293951,0.000822263,0.000372436,0.452904224,0.00068538,0.000310411,0.452894688,0.000686153,0.000310755,0.452895641,0.000522956,0.000236845,0.452968597,0.000521709,0.000236318,0.452812195,0.000373371,0.000169067,0.452868462,0.00037391,0.000169332,0.452867508,1.64E-05,7.41E-06,0.452929497,0.000619791,0.000280722,0.45293045,0.000614416,0.000278288
0.511958122,0.003249473,0.001663594,0.512014389,0.002959862,0.001515492,0.492267132,0.002955025,0.001454662,0.492318153,0.002558611,0.001259651,0.4724617,0.002549294,0.001204444,0.472558975,0.002110558,0.000997363,0.472598076,0.002111806,0.000998036,0.472676277,0.002051054,0.000969485,0.472633362,0.002056994,0.000972204,0.472670078,0.001721456,0.000813681,0.472633839,0.001720412,0.000813125,0.472537994,0.001613045,0.000762225,0.472559452,0.001611163,0.00076137,0.472627163,0.000821898,0.000388451,0.472647667,0.000822357,0.000388685,0.472611904,0.000685555,0.000324002,0.472605705,0.000686192,0.000324298,0.472602844,0.000522923,0.000247135,0.472677231,0.000521699,0.000246595,0.472517014,0.000373321,0.0001764,0.472576618,0.000373964,0.000176727,0.472579956,1.64E-05,7.75E-06,0.47263813,0.000619936,0.000293006,0.47263813,0.000614548,0.000290459
0.531664371,0.003251769,0.00172885,0.531720161,0.002960056,0.001573921,0.511981487,0.002955405,0.001513113,0.512033463,0.002558754,0.001310168,0.492175579,0.002549391,0.001254748,0.492265701,0.002111137,0.00103924,0.492306232,0.002112647,0.001040069,0.492389679,0.002051643,0.001010208,0.49234724,0.002057819,0.001013161,0.492382526,0.001721807,0.000847788,0.492344379,0.001720717,0.000847185,0.492249489,0.001613896,0.00079444,0.49227047,0.001611378,0.000793234,0.492341995,0.000821802,0.000404608,0.492359161,0.000822293,0.000404863,0.492320538,0.000685607,0.000337539,0.4923172,0.000686174,0.000337815,0.492316723,0.000522982,0.000257473,0.492396355,0.000521609,0.000256838,0.492231369,0.000373242,0.000183721,0.49229908,0.000373953,0.000184097,0.492289543,1.64E-05,8.09E-06,0.492353439,0.000620024,0.000305271,0.492359161,0.000614614,0.000302611
0.551368713,0.003252301,0.001793217,0.551423073,0.002960619,0.001632554,0.531690598,0.002955424,0.001571371,0.531741142,0.002558771,0.001360604,0.511881351,0.002549221,0.001304899,0.511972904,0.002111348,0.001080953,0.512010574,0.002113755,0.001082265,0.512102127,0.002052151,0.001050911,0.512056828,0.002058316,0.001053975,0.512091637,0.001722194,0.000881921,0.512050629,0.001720945,0.000881211,0.511955738,0.001614611,0.000826609,0.511974335,0.001611578,0.000825087,0.512053013,0.00082183,0.000420821,0.51207304,0.000822225,0.000421039,0.512025833,0.000685488,0.000350988,0.51202631,0.000686147,0.000351325,0.512033939,0.000523135,0.000267863,0.512107849,0.000521478,0.000267053,0.511937618,0.000373153,0.000191031,0.512002468,0.000373831,0.000191402,0.511995316,1.65E-05,8.43E-06,0.512067318,0.000620048,0.000317506,0.512066841,0.000614646,0.00031474
0.571074009,0.003252747,0.001857559,0.571125031,0.002960415,0.001690767,0.551398277,0.002955147,0.001629463,0.551449299,0.002557668,0.001410424,0.531588078,0.002549281,0.001355167,0.531681061,0.002111255,0.001122514,0.531721592,0.002113966,0.001124041,0.531815052,0.002052785,0.001091702,0.531760216,0.002058305,0.001094525,0.531794071,0.001722438,0.000915982,0.531753063,0.001721136,0.000915219,0.531664371,0.001614954,0.000858613,0.531680584,0.0016112,0.000856644,0.531765461,0.000821728,0.000436967,0.531782627,0.000822125,0.000437192,0.531731129,0.000685299,0.000364395,0.531725407,0.000685877,0.000364698,0.531748295,0.000523264,0.000278245,0.531815052,0.000521335,0.000277254,0.53164959,0.000373091,0.000198353,0.531710625,0.000373646,0.000198672,0.531698704,1.65E-05,8.78E-06,0.531779289,0.00061999,0.000329698,0.531776905,0.000614565,0.000326812
0.590782166,0.003252246,0.001921369,0.590826988,0.00295898,0.001748245,0.571100235,0.002954018,0.00168704,0.571155548,0.002556011,0.00145988,0.551292419,0.002549503,0.001405522,0.551393986,0.002110947,0.001163964,0.55142355,0.002112945,0.001165128,0.55151844,0.002052755,0.001132132,0.551467896,0.002058072,0.001134961,0.551498413,0.001722267,0.000949828,0.551460743,0.001720782,0.000948944,0.55137682,0.001614922,0.000890431,0.551387787,0.001610864,0.000888211,0.55147171,0.000821776,0.000453186,0.551493645,0.000821998,0.000453326,0.55143404,0.000684886,0.000377669,0.551431656,0.00068553,0.000378023,0.551451683,0.000523281,0.000288564,0.551519871,0.000521135,0.000287416,0.551355839,0.000372976,0.000205643,0.551417351,0.000373356,0.000205875,0.551407814,1.65E-05,9.12E-06,0.551487923,0.000619817,0.000341822,0.551486492,0.000614355,0.000338809
0.610497475,0.003250049,0.001984147,0.610527992,0.002957349,0.001805544,0.590806007,0.002952674,0.001744458,0.590866566,0.002553893,0.00150901,0.570997715,0.00254962,0.001455827,0.571102619,0.002110376,0.001205241,0.5711236,0.00211206,0.001206247,0.571220875,0.002052428,0.00117239,0.571172714,0.002057613,0.001175253,0.571205139,0.001721941,0.000983582,0.571166992,0.001720386,0.000982627,0.571082115,0.00161455,0.00092204,0.57109499,0.001610522,0.000919761,0.571172237,0.000821845,0.000469415,0.571195602,0.000821623,0.000469307,0.571135521,0.000684304,0.000390831,0.571126938,0.000685077,0.000391266,0.571152687,0.000523159,0.000298804,0.571224213,0.000520715,0.000297445,0.57106638,0.000372707,0.00021284,0.571123123,0.00037291,0.000212977,0.571108341,1.65E-05,9.45E-06,0.571197987,0.000619492,0.000353853,0.571191788,0.000614036,0.000350733
0.630211353,0.003247192,0.002046417,0.630233288,0.002955317,0.001862539,0.610507965,0.002951032,0.001801629,0.610575676,0.00255073,0.001557414,0.590704441,0.002549293,0.001505878,0.59081459,0.002109555,0.001246356,0.590830803,0.002110397,0.001246888,0.59092474,0.002051703,0.001212402,0.590876102,0.002056278,0.001215005,0.590910435,0.001721115,0.001017025,0.590878487,0.001719776,0.001016178,0.590787411,0.001613484,0.000953226,0.590800285,0.00160948,0.000950881,0.590878963,0.000821404,0.00048535,0.590907097,0.000821018,0.000485145,0.590839863,0.000683539,0.000403862,0.590829849,0.000684478,0.00040441,0.590862751,0.000522727,0.00030886,0.590927601,0.000520172,0.000307384,0.590776443,0.000372296,0.000219944,0.590830803,0.000372322,0.000219979,0.590817928,1.65E-05,9.75E-06,0.590904713,0.000618994,0.000365766,0.590895653,0.00061352,0.000362526
0.649933815,0.003243887,0.002108312,0.64994812,0.002952467,0.00191895,0.630223274,0.002948304,0.00185809,0.630286217,0.002547534,0.001605676,0.610412598,0.002548305,0.001555517,0.61052227,0.002108454,0.001287258,0.610536575,0.002108545,0.001287344,0.610629082,0.002050295,0.00125197,0.610583305,0.00205446,0.001254419,0.610611916,0.001719652,0.00105004,0.61058569,0.001718478,0.001049278,0.610492229,0.001611952,0.000984084,0.610515594,0.001608137,0.000981793,0.610586166,0.000820243,0.000500829,0.610611439,0.000820032,0.000500721,0.610551834,0.000682644,0.00041679,0.610527992,0.0006836,0.000417357,0.61055851,0.000522018,0.000318723,0.610631943,0.000519475,0.000317208,0.610494137,0.000371724,0.000226935,0.610545158,0.000371655,0.000226912,0.610524178,1.64E-05,1.00E-05,0.610606194,0.000618295,0.000377535,0.610608101,0.000612783,0.00037417
0.669653893,0.003239455,0.002169314,0.669662476,0.002949509,0.001975176,0.649941444,0.002944324,0.001913638,0.650003433,0.002544579,0.001653985,0.630120754,0.002547296,0.001605104,0.630232811,0.002106661,0.001327687,0.630245209,0.002106691,0.001327732,0.630346775,0.00204821,0.001291083,0.630295277,0.002052378,0.001293604,0.630326271,0.001717793,0.00108277,0.6302948,0.001717119,0.001082291,0.630202293,0.001609859,0.001014537,0.630230904,0.001607112,0.001012852,0.63029623,0.000818745,0.000516052,0.630325794,0.000818616,0.000515995,0.630262375,0.000681389,0.000429454,0.630234241,0.000682548,0.000430165,0.630269051,0.000521002,0.000328372,0.630348206,0.000518501,0.000326836,0.630218506,0.000370853,0.000233718,0.630263805,0.000370828,0.00023372,0.630241871,1.63E-05,1.03E-05,0.630315304,0.000617348,0.000389124,0.63031435,0.000611747,0.000385593
0.689373493,0.003234163,0.002229546,0.689378262,0.002945953,0.002030876,0.669662952,0.002939971,0.00196879,0.669719696,0.002541405,0.001702029,0.64983511,0.002544707,0.00165364,0.649941444,0.002104295,0.001367669,0.649953842,0.002104584,0.001367882,0.650058746,0.002045768,0.001329869,0.650000572,0.00204966,0.00133228,0.650037289,0.001715556,0.001115175,0.650003433,0.001715486,0.001115072,0.649909496,0.001607471,0.001044711,0.649941921,0.00160571,0.001043618,0.650013924,0.000816458,0.000530709,0.650038242,0.000816601,0.000530822,0.64997673,0.000679571,0.000441705,0.649944782,0.000681068,0.000442657,0.649986267,0.000519786,0.000337854,0.650063515,0.000517212,0.000336221,0.649934292,0.000369681,0.000240268,0.649979591,0.000369747,0.000240328,0.649952412,1.61E-05,1.05E-05,0.650024891,0.000616078,0.000400466,0.650025368,0.000610357,0.000396748
0.709080696,0.003229331,0.002289856,0.70909214,0.002940702,0.002085229,0.689380169,0.002935263,0.002023512,0.689435005,0.002538331,0.001750015,0.669547081,0.002540924,0.001701268,0.669656277,0.00210148,0.001407269,0.669677258,0.002102044,0.001407691,0.669778824,0.002042465,0.001368,0.669713497,0.002046129,0.00137032,0.669751644,0.001712788,0.001147143,0.669714928,0.001713019,0.001147234,0.669620514,0.001604543,0.001074435,0.669662476,0.001603237,0.001073627,0.669737816,0.000813628,0.000544918,0.669756413,0.000814132,0.00054527,0.669692993,0.000677293,0.000453578,0.669662952,0.000679009,0.000454707,0.669707775,0.00051833,0.00034713,0.669784546,0.000515541,0.000345301,0.669660091,0.000368245,0.000246599,0.669689655,0.000368341,0.000246674,0.669665337,1.58E-05,1.06E-05,0.669726372,0.000614415,0.00041149,0.669736385,0.000608499,0.000407534
0.728796005,0.003223512,0.002349282,0.728800774,0.00293479,0.002138877,0.709098339,0.002930084,0.002077718,0.709143162,0.002534257,0.001797151,0.689253807,0.002537001,0.001748637,0.68937254,0.002097686,0.001446087,0.689389706,0.002098815,0.001446901,0.689494133,0.002038753,0.001405708,0.689431667,0.00204245,0.00140813,0.689461708,0.001709442,0.001178595,0.689427853,0.001710041,0.00117895,0.689326286,0.001601096,0.001103677,0.689375877,0.001599946,0.001102964,0.68944931,0.000809982,0.000558441,0.689461708,0.000811045,0.000559184,0.689407825,0.000674553,0.000465042,0.689376831,0.000676323,0.000466242,0.689418793,0.000516457,0.000356055,0.689502716,0.000513366,0.000353967,0.689382553,0.000366313,0.00025253,0.689408302,0.000366603,0.000252739,0.689376354,1.54E-05,1.06E-05,0.689446449,0.000612214,0.000422089,0.689441681,0.000606095,0.000417867
0.748570442,0.003215562,0.002407075,0.748572826,0.002927973,0.002191801,0.728804111,0.002924617,0.002131473,0.72884798,0.002528371,0.001842798,0.708964825,0.002532225,0.001795258,0.709082127,0.002093439,0.00148442,0.7091012,0.00209456,0.001485255,0.709202766,0.002034369,0.00144278,0.709141731,0.002038064,0.001445276,0.709172249,0.001705523,0.001209509,0.709143639,0.001706591,0.001210218,0.709038258,0.001597341,0.001132576,0.709084034,0.001596037,0.001131724,0.709159851,0.000805867,0.000571489,0.709173203,0.000807213,0.000572454,0.709113598,0.000671022,0.000475831,0.709088326,0.000672861,0.000477118,0.709137917,0.000514072,0.000364548,0.709208488,0.000510553,0.000362089,0.709064484,0.000363734,0.000257911,0.709089279,0.000364244,0.000258281,0.709084511,1.49E-05,1.05E-05,0.709161758,0.000609328,0.000432112,0.709140301,0.000602907,0.000427546
0.768343449,0.003206199,0.002463462,0.768343925,0.002919318,0.00224304,0.74857235,0.002918542,0.00218474,0.748618126,0.002521509,0.001887647,0.728673935,0.002525503,0.001840268,0.728786945,0.002088264,0.001521899,0.728807449,0.002089258,0.001522666,0.728898525,0.002029231,0.001479103,0.728851795,0.002032386,0.001481308,0.728869915,0.001700638,0.001239544,0.728848457,0.001701641,0.001240238,0.728741646,0.001593486,0.001161239,0.72878933,0.001591079,0.001159562,0.728868008,0.000800512,0.000583468,0.728880405,0.00080239,0.000584847,0.728822231,0.000666472,0.000485739,0.728796005,0.000668283,0.000487042,0.728837967,0.00051099,0.000372429,0.72891283,0.000506875,0.000369468,0.728765965,0.0003605,0.00026272,0.728797436,0.000361187,0.000263232,0.728786469,1.41E-05,1.03E-05,0.728871822,0.000605533,0.000441356,0.728842735,0.00059878,0.000436416
0.788113594,0.003195068,0.002518077,0.78812027,0.002909344,0.002292913,0.768343925,0.002910416,0.0022362,0.768385887,0.002512823,0.001930817,0.748449802,0.002518122,0.001884688,0.748558044,0.002081739,0.001558302,0.748585701,0.002082462,0.001558901,0.748672009,0.002023093,0.001514633,0.748632908,0.002025538,0.001516384,0.74864006,0.001694248,0.001268382,0.748626709,0.001695052,0.001268961,0.748515129,0.001588052,0.001188681,0.748565674,0.001585025,0.001186495,0.748643875,0.000793758,0.000594242,0.748659611,0.000796011,0.000595941,0.748599052,0.000660537,0.000494478,0.748569012,0.000662313,0.000495787,0.748610973,0.00050703,0.000379568,0.748682499,0.000502071,0.000375892,0.748544693,0.000356313,0.000266716,0.748575687,0.000357287,0.000267456,0.748565197,1.30E-05,9.73E-06,0.748657703,0.000600491,0.000449563,0.748612404,0.000593291,0.000444145
0.807889462,0.003180695,0.00256965,0.807898521,0.002897708,0.002341054,0.788116932,0.002900072,0.002285596,0.788148403,0.002502068,0.001972001,0.768217564,0.00250855,0.001927112,0.768327713,0.00207319,0.00159289,0.768355846,0.002073948,0.00159353,0.768438339,0.002015192,0.001548551,0.7684021,0.002017065,0.001549917,0.768405437,0.00168634,0.001295793,0.768399715,0.001687002,0.001296292,0.76828146,0.001581128,0.001214751,0.768327713,0.001577369,0.001211936,0.768408298,0.000784978,0.000603184,0.768424511,0.000787471,0.000605112,0.76836729,0.00065268,0.000501498,0.768330097,0.000654555,0.000502914,0.768384933,0.000501568,0.000385397,0.768444061,0.00049573,0.000380941,0.768307686,0.000350833,0.000269547,0.768354893,0.000352133,0.000270563,0.768337727,1.15E-05,8.81E-06,0.768440247,0.000593779,0.000456284,0.768378258,0.000586035,0.000450297
0.827671528,0.003163519,0.002618354,0.827681065,0.002882974,0.002386183,0.807888031,0.002886875,0.002332272,0.807918072,0.002489795,0.00201155,0.788000107,0.00249585,0.00196673,0.788101673,0.002062233,0.00162525,0.788134575,0.002063605,0.001626399,0.78821373,0.002004815,0.001580223,0.788173199,0.002006116,0.001581167,0.788182259,0.001676665,0.001321518,0.788174629,0.001677152,0.001321889,0.78806448,0.001571821,0.001238696,0.788103104,0.001568557,0.001236184,0.788189888,0.000773465,0.000609638,0.788205624,0.000776289,0.000611875,0.788143635,0.000642152,0.000506108,0.78810358,0.000644261,0.000507745,0.788162231,0.00049443,0.000389691,0.788217545,0.000487333,0.000384125,0.788068771,0.000343782,0.000270924,0.78813076,0.00034529,0.000272134,0.78813076,9.26E-06,7.30E-06,0.788216591,0.000584816,0.000460962,0.788154602,0.00057636,0.00045426
0.847374916,0.003143578,0.002663789,0.847396374,0.002864135,0.002427058,0.827670574,0.002869356,0.002374882,0.827696323,0.002475147,0.00204867,0.807770729,0.002479585,0.002002936,0.807879448,0.002047992,0.001654531,0.80791378,0.002050024,0.001656243,0.807990551,0.001991064,0.001608761,0.807948589,0.001992139,0.001609546,0.80795908,0.001664229,0.001344629,0.80794239,0.001664903,0.001345146,0.807841301,0.001559793,0.001260065,0.807875156,0.001557267,0.001258077,0.807969093,0.000758089,0.000612512,0.807978153,0.000761265,0.000615086,0.80792141,0.000628061,0.000507424,0.807879448,0.000630604,0.000509452,0.807932377,0.000484883,0.000391753,0.807991505,0.000476117,0.000384698,0.807873726,0.000334537,0.000270264,0.80794096,0.00033628,0.000271694,0.807928562,6.06E-06,4.89E-06,0.807992458,0.000572683,0.000462724,0.807935715,0.0005634,0.000455191
0.867085457,0.003117671,0.002703287,0.867117882,0.002839884,0.002462514,0.8473773,0.002846875,0.002412377,0.847398758,0.002456706,0.00208181,0.827554226,0.002458473,0.00203452,0.827669144,0.002029536,0.001679785,0.827698231,0.002031932,0.001681827,0.827770233,0.001972951,0.00163315,0.827728748,0.001974034,0.001633965,0.827745914,0.001647891,0.001364035,0.82772541,0.001649317,0.001365182,0.827629089,0.001542905,0.001276953,0.827653885,0.001542421,0.001276591,0.827744961,0.000737499,0.000610461,0.827754021,0.000740949,0.000613323,0.827699661,0.000609243,0.00050427,0.827661514,0.000612326,0.000506798,0.82771349,0.000471843,0.00039055,0.827758789,0.000460926,0.000381535,0.827652454,0.00032201,0.000266512,0.827720165,0.000323981,0.000268166,0.827740192,1.34E-06,1.11E-06,0.827770233,0.000556138,0.000460355,0.827721596,0.000545836,0.0004518
0.886791229,0.0030841,0.002734953,0.886828423,0.002808489,0.002490648,0.867089748,0.002817528,0.002443049,0.867107868,0.002433136,0.002109792,0.847259521,0.002430886,0.002059591,0.847381592,0.002005327,0.001699277,0.847409725,0.002008422,0.001701956,0.847481251,0.00194896,0.001651707,0.847438812,0.001950539,0.001652963,0.847463608,0.001626302,0.001378231,0.847434521,0.001628834,0.00138033,0.847341061,0.001520391,0.00128829,0.84735918,0.001522149,0.001289807,0.847448349,0.000709638,0.000601382,0.84746027,0.000713595,0.000604743,0.847408772,0.000583839,0.000494751,0.847363949,0.000587476,0.000497806,0.847414494,0.000453766,0.000384528,0.847471237,0.000440221,0.000373074,0.84735775,0.000304861,0.000258327,0.847426414,0.000307119,0.000260261,0.847465038,-5.63E-06,-4.77E-06,0.847471714,0.000533516,0.00045214,0.847438812,0.000522031,0.000442389
0.906503201,0.00304013,0.002755888,0.906540871,0.002767251,0.002508626,0.886795044,0.002778251,0.002463739,0.886820316,0.002401589,0.002129778,0.866979599,0.002394916,0.002076343,0.867097378,0.001972911,0.001710706,0.86712122,0.00197714,0.00171442,0.867194176,0.001916851,0.001662282,0.867146969,0.00191943,0.001664428,0.867183685,0.001597177,0.001385046,0.867148399,0.001601188,0.001388467,0.867057323,0.001490069,0.001291975,0.867069721,0.001494998,0.001296268,0.867171764,0.000671776,0.000582545,0.867175579,0.000676594,0.000586726,0.867115974,0.000549188,0.00047621,0.867084503,0.000553499,0.00047993,0.86712122,0.000428696,0.000371732,0.8671875,0.000411927,0.000357218,0.867071629,0.000281165,0.00024379,0.867139816,0.000283886,0.000246169,0.867177486,-1.60E-05,-1.39E-05,0.867179871,0.000502457,0.00043572,0.867159367,0.000489617,0.000424576
0.926205158,0.002980803,0.002760835,0.926247597,0.002712457,0.002512406,0.906507969,0.002725209,0.002470424,0.906526089,0.002359258,0.002138729,0.88668108,0.002346583,0.002080671,0.886806488,0.001929227,0.001710851,0.886822701,0.001934941,0.00171595,0.886911392,0.001873084,0.001661259,0.88684988,0.00187735,0.001664928,0.886892796,0.001556853,0.001380761,0.886847973,0.001562538,0.001385734,0.886762142,0.001448619,0.001284581,0.886772633,0.001456732,0.00129179,0.886875153,0.000620471,0.00055028,0.88688612,0.000626172,0.000555343,0.886822701,0.000502211,0.000445372,0.886790752,0.000507154,0.000449739,0.886829853,0.00039358,0.000349038,0.886888981,0.00037308,0.00033088,0.886778831,0.000248314,0.0002202,0.886842251,0.000251606,0.000223135,0.886860847,-3.14E-05,-2.79E-05,0.886879444,0.000459918,0.000407892,0.886868477,0.000445593,0.000395183
