Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
Device	1 Sun		Device	T89		Device	T89		Device	T75		Device	T75		Device	T63		Device	T63		Device	T56		Device	T56		Device	T51		Device	T51		Device	T39		Device	T39		Device	T20		Device	T20		Device	T18		Device	T18		Device	T8		Device	T8		Device	T5.1		Device	T5.1		Device	Room light		Device	Torch		Device	Torch		
0.945919036865232	0.00289962615049672	0.00274281157554709	0.945956707000732	0.00263875922314402	0.00249615198529313	0.926213264465332	0.00265333261520373	0.00245755186324018	0.926233291625978	0.00230085464828823	0.00213112817443694	0.906395435333252	0.00228133342485949	0.00206779020276582	0.906516075134278	0.00186908410820526	0.00169435478986608	0.906524181365966	0.00187723290630426	0.00170175702362072	0.90662956237793	0.00181280776642826	0.00164354511195216	0.906559467315674	0.00181960895997254	0.00164958372947553	0.906603336334226	0.00150083133662757	0.00136065869706151	0.906554222106934	0.0015082802312125	0.00136733781172611	0.906468868255616	0.00139063832774379	0.00126057035110279	0.906482696533202	0.00140248277698703	0.00127132636952457	0.906575202941896	0.000551305221288208	0.000499799642872284	0.906596660614012	0.000558092982247611	0.000505965234017799	0.906524658203124	0.000438743360042569	0.00039773167450148	0.906494617462158	0.000444340966145451	0.000402792694128786	0.90654182434082	0.000344584760933912	0.000312380497817074	0.906604766845704	0.000319847549414951	0.000289975312963511	0.906487464904786	0.000202955090563596	0.000183976245534515	0.906547069549562	0.000206986376044859	0.00018764289264015	0.9065465927124	-5.42442578767543E-05	-4.91749471523844E-05	0.906586170196534	0.000402062039306439	0.000364503884396233	0.906578063964844	0.000386215743231311	0.000350134720771385	
0.965629100799566	0.00278908933676076	0.00269322582830595	0.965670585632332	0.0025386210450488	0.00245147167127084	0.945924282073976	0.00255410187125909	0.00241598697891455	0.945950508117676	0.00221912233793351	0.00209917990314349	0.926098346710206	0.00219202489849255	0.00203003063444156	0.926221847534182	0.001785638792956	0.00165389766184041	0.926224708557128	0.00179712044530358	0.00166453736069337	0.926347255706786	0.0017290458247867	0.00160169685478243	0.926263332366944	0.00173970534805922	0.00161142527302992	0.92631149291992	0.00142275188295807	0.00131791142075752	0.926262378692628	0.00143187732115878	0.00132629409349256	0.926173686981202	0.00131016919348009	0.00121344423249464	0.92619228363037	0.00132595087875673	0.00122808547237739	0.926279067993164	0.00045917813737106	0.000425327097126903	0.926301479339598	0.000467353015993861	0.000432909790088936	0.926220893859862	0.000354062331076709	0.000327939928771976	0.926197528839112	0.000360352544316035	0.000333757636056398	0.926247596740722	0.000277084884329496	0.000256649208203377	0.926326274871828	0.00024793502279626	0.000229668726077122	0.92619037628174	0.00014102133863253	0.000130612606691818	0.9262433052063	0.000145870397730084	0.00013511147932527	0.926221847534178	-8.76562377703259E-05	-8.11891224955264E-05	0.92629051208496	0.000324444399397871	0.000300529768861352	0.926281452178954	0.000307319225715197	0.000284664098677985	
0.985340595245364	0.00263717451296044	0.00259851510436634	0.985383033752452	0.0024003981066453	0.00236531156853979	0.965633869171136	0.00241723149263071	0.00233416059891131	0.96566104888915	0.00210404649079951	0.00203179574121699	0.94581413269043	0.00206834193110541	0.00195626702967571	0.94593906402588	0.001668664933698	0.00157845534555509	0.945934772491454	0.00168494545844194	0.00159384849889179	0.946059703826902	0.00161202879872736	0.00152507548788444	0.945971965789796	0.00162740209479598	0.00153947675874458	0.94601011276245	0.00131293272311505	0.00124204763344358	0.945972919464112	0.00132443161361408	0.00125287644016108	0.945889472961426	0.00119777915259443	0.00113296669137173	0.945909976959228	0.00121793821695322	0.00115205991073598	0.946005344390868	0.000338588880240428	0.000320306890258764	0.946020126342772	0.000348311576964473	0.000329509762046581	0.945924282073974	0.000243258734896078	0.000230104344164796	0.945905208587646	0.000250192437100983	0.000236658329403056	0.945964813232422	0.000185365972175759	0.000175349687248888	0.946043968200686	0.000152324166717696	0.000144105359134472	0.945897579193116	5.79679879510901E-05	5.48317794736318E-05	0.945949077606202	6.35594857635959E-05	6.01240369311981E-05	0.945912837982176	-0.000135553815812792	-0.000128222094614792	0.945990085601806	0.000222119680351861	0.000210123015429903	0.945971965789794	0.000204251830030421	0.000193216505170041	
1.00504636764527	0.00243006434454812	0.00244232734263238	1.00509166717531	0.0022098532797354	0.00222110511714207	0.985349655151366	0.00222880833496111	0.00219615552425242	0.985371589660626	0.00194244207051755	0.00191402723084956	0.965527057647716	0.00189771075990127	0.00183229108627389	0.965649604797364	0.00150599624454392	0.00145426467837015	0.965648651123048	0.00152815709345786	0.0014756628360017	0.965776920318604	0.00144926807161982	0.00139966965492507	0.965681076049806	0.00146997309629588	0.00141952520139527	0.96572208404541	0.00115910625495654	0.0011193745081667	0.9656810760498	0.00117354317714017	0.00113326843809162	0.965600490570076	0.00104153654263907	0.00100570819651894	0.965624809265128	0.00106635525831082	0.00102969909291525	0.965708255767828	0.000185088083944726	0.00017874109070967	0.965723991394032	0.000196053901310217	0.000189333956101675	0.965641498565672	0.000101734426767794	9.82389843197724E-05	0.965612888336172	0.000109156884149474	0.000105403294185351	0.965673923492434	6.38785977582751E-05	6.16858961244285E-05	0.965750694274912	2.8202738483194E-05	2.72368142705984E-05	0.965614795684824	-5.07368153275799E-05	-4.89922195662398E-05	0.965657711029056	-4.45938581355781E-05	-4.30624029731568E-05	0.965626716613768	-0.000202192285246903	-0.000195242272527601	0.965700149536136	9.0566987732709E-05	8.74605535965145E-05	0.965675354003912	7.29957316370713E-05	7.04901789894034E-05	
1.02477502822878	0.00215155400499	0.00220485881619936	1.02480745315554	0.00194994771513666	0.00199832095173567	1.00505590438842	0.00197199960418749	0.00198196984564026	1.00508403778074	0.00171634903346361	0.00172507501679469	0.985249996185314	0.00166357156146393	0.00163903387458634	0.98536014556885	0.0012824528543779	0.00126367793127499	0.985364437103282	0.00131117972534893	0.00129198987200969	0.98548030853272	0.00122569654387051	0.001207899808221	0.985396862030024	0.0012520506453213	0.00123376677700227	0.985433578491218	0.000947487350233679	0.000933685850115936	0.985396862030016	0.000965284554115715	0.000951188370591668	0.985317707061774	0.000827826964255353	0.000815672566263994	0.98534297943114	0.000857813146515419	0.000845240161582704	0.985423564910892	-5.4183724750982E-06	-5.33939192042632E-06	0.985424995422346	6.41743405270117E-06	6.32389992200626E-06	0.985349178314212	-7.42616397689598E-05	-7.31736457266105E-05	0.985316753387442	-6.64283759996175E-05	-6.54529917727434E-05	0.985381126403812	-9.2632710401403E-05	-9.12785245171726E-05	0.985463142395036	-0.000128490241606962	-0.000126622397261094	0.98532772064209	-0.000188984061250266	-0.00018621123430941	0.9853663444519	-0.000182666350108286	-0.000179993273660573	0.985340118408204	-0.000291801195158378	-0.000287523424189012	0.985410690307628	-7.4042437968493E-05	-7.29622099105924E-05	0.985381126403816	-8.98420100266087E-05	-8.85286210384026E-05	
1.0444793701172	0.00178427998605413	0.00186364363594655	1.04451560974124	0.00160149683137934	0.00167278843932686	1.02477550506591	0.00162881039029691	0.00166916499037312	1.02478837966916	0.00140643300657333	0.00144129620191952	1.00496721267702	0.00134792350024061	0.00135461892293866	1.00508213043214	0.000980453293471347	0.000985436084991386	1.00508737564087	0.00101703080338239	0.00102220482111753	1.00519800186158	0.000924896474053178	0.000929704087647077	1.00511980056762	0.000957164054757609	0.000962064543828458	1.00513792037965	0.000662959575449894	0.000666365808963483	1.00510644912719	0.000684360475281946	0.00068785512723363	1.00503587722778	0.000542604926327165	0.000545337418119339	1.00506019592283	0.000578298128178017	0.000581224430008405	1.00514125823975	-0.000234863582900282	-0.000236071077231086	1.00513410568236	-0.000222712116227349	-0.000223855543768802	1.00506019592286	-0.000286545724178434	-0.000287995701683633	1.00503015518188	-0.000278748944970954	-0.000280151095420944	1.00509071350097	-0.000287609512268999	-0.000289073649896115	1.00517368316651	-0.000320131331229824	-0.000321787589309281	1.00503969192505	-0.000359412333645194	-0.000361223661080828	1.00508260726928	-0.000353526404021489	-0.000355323239892452	1.00505495071412	-0.000407736281954902	-0.000409797368764543	1.00512313842775	-0.000273748743252545	-0.000275151195958652	1.00508928298951	-0.000286031169786861	-0.000287486863353727	
1.0641851425171	0.0013107709265337	0.00139490294526054	1.06422233581546	0.0011460677616451	0.00121967091030075	1.04448795318602	0.00118069409324909	0.00123322075679656	1.0444869995117	0.000992330954991617	0.00103647678170177	1.02469348907472	0.000932960272136437	0.000955998316423583	1.0247850418091	0.000584426919397639	0.000598911965029272	1.0247917175293	0.000629091126507135	0.000644687376015687	1.02489757537843	0.000531603589943626	0.000544839230395691	1.024827003479	0.000569792286746819	0.000583938521832188	1.02484226226809	0.000291479831823928	0.000298720850251955	1.02481317520141	0.000317028271968238	0.000324894750024386	1.0247483253479	0.000174195543682127	0.000178506591671328	1.02476692199705	0.000214759876919579	0.000220078818039344	1.02485990524293	-0.00050332314453044	-0.000515835710210041	1.02484512329099	-0.000491653515053767	-0.000503868707251728	1.02477264404298	-0.000535309527571076	-0.00054857055995041	1.02474021911621	-0.000527902303134267	-0.000540962721785761	1.02480268478393	-0.000522164747052333	-0.000535115834678754	1.02487754821779	-0.000547290342640366	-0.000560905584528531	1.02475547790528	-0.000562835590616487	-0.000576768854644298	1.02479934692382	-0.00055809622058175	-0.000571936642372831	1.02476358413698	-0.000552145935103516	-0.000565819047423341	1.02483224868777	-0.000508373841780879	-0.000520997907446339	1.02479314804079	-0.000515517873543133	-0.000528299184499561	
1.08388614654542	0.000721030673480095	0.000781515158219389	1.08392953872684	0.000570089510936677	0.000617936860622602	1.06419658660888	0.000614583042237256	0.000654037175736589	1.06419801712036	0.000455325550515547	0.000484556548002881	1.04440593719484	0.000403450012042487	0.000421365587938504	1.0444850921631	8.17087026580593E-05	8.53435218263304E-05	1.04449033737182	0.000133439412934695	0.000139376177434857	1.04459857940676	3.39737239396456E-05	3.54889037645113E-05	1.04452896118164	7.75776191359984E-05	8.10320699270694E-05	1.04455900192262	-0.000175903796887172	-0.000183741894510864	1.04451084136962	-0.000146538028490962	-0.00015306055943174	1.04445028305054	-0.000284367540566331	-0.00029700775823489	1.04446840286254	-0.000240363530380991	-0.000251052112683435	1.04455661773682	-0.000808601670305504	-0.00084463022583066	1.04453992843626	-0.000798141777193959	-0.000833690954832168	1.04447650909424	-0.000818598710997033	-0.000855007124011226	1.04445600509644	-0.000812020483341135	-0.000848119670086963	1.04451513290404	-0.000794248733108134	-0.000829604821021308	1.04457092285158	-0.000808321969364071	-0.000844349625499834	1.04446697235108	-0.000798190246504414	-0.000833683350126628	1.0445041656494	-0.000795393982068602	-0.000830792327603119	1.0444679260254	-0.00072539350574113	-0.000757650250493732	1.04453897476198	-0.000775183295532064	-0.000809709164767676	1.04450511932374	-0.000776002792087669	-0.000810538888945086	
1.10359382629394	6.70453580325441E-06	7.39908432063825E-06	1.10364389419558	-0.000135458050001023	-0.000149497449803269	1.0838952064514	-7.9162542921224E-05	-8.58039008028179E-05	1.08390712738038	-0.000217803276959453	-0.000236078524263154	1.06412076950074	-0.000249974008814133	-0.000266002534614479	1.06419372558596	-0.000534354661192061	-0.000568656877678202	1.06418991088866	-0.000477454295719065	-0.00050810204441468	1.0642981529236	-0.000573332716421194	-0.000610196951097747	1.0642409324646	-0.000525290417231002	-0.00055903556344864	1.06426525115968	-0.000742182020301138	-0.00078987853424199	1.06422090530396	-0.000709659801793508	-0.000755234796722516	1.06416463851928	-0.000833729255659589	-0.000887225191971935	1.06418132781982	-0.000788449182207112	-0.000839052897639616	1.0642728805542	-0.00114749675371059	-0.00122124967549816	1.06425714492796	-0.00113859944816663	-0.00121176259792237	1.06418037414552	-0.00113294406730681	-0.00120565684143251	1.06416988372804	-0.00112735527966457	-0.00119969753688084	1.06422758102416	-0.00109937612050884	-0.00116998638936485	1.0642809867859	-0.00109971548036137	-0.00117040627662273	1.06416940689086	-0.00106269968783544	-0.00113089249650694	1.06421279907224	-0.00106265094141007	-0.00113088673279476	1.06417322158814	-0.000926196070827772	-0.000985633056515067	1.06424951553346	-0.00106945213983201	-0.00113816392170244	1.06421613693238	-0.00106365648415434	-0.00113196039458981	
1.12327766418456	-0.000831748274618325	-0.000934284259102811	1.1233458518982	-0.000971298011656463	-0.00109110359235126	1.10360145568846	-0.000900901954834084	-0.000994236708787475	1.10361289978028	-0.00103149394306877	-0.00113837002161592	1.08382415771486	-0.00102724907749955	-0.00111335736618432	1.08389806747438	-0.00126264687727322	-0.00136858051017901	1.0838928222656	-0.00120254810560684	-0.00130343326009635	1.08400201797486	-0.00128717365831971	-0.00139529884310265	1.08394289016724	-0.0012363459362903	-0.00134012838742903	1.08397245407106	-0.00140214346579104	-0.00151988489357322	1.08392620086672	-0.00136738202185114	-0.00148214120007856	1.08387279510498	-0.00146627494524614	-0.00158925552329633	1.08388233184814	-0.00142322387596067	-0.0015426072134182	1.08398389816284	-0.00151420527357915	-0.00164137413507306	1.08396863937376	-0.0015071876272837	-0.00163374412162768	1.08388137817384	-0.00147285362875088	-0.00159639862097884	1.08388948440552	-0.00146847907619835	-0.00159166902876093	1.08393573760986	-0.00143030588715078	-0.00155035966679651	1.08398866653442	-0.0014159534180204	-0.00153487745747478	1.0838794708252	-0.0013519650801836	-0.00146536719568355	1.08392047882078	-0.00135517575322181	-0.0014689027513185	1.08388137817384	-0.0011511952578763	-0.00124775910265415	1.0839467048645	-0.00138397677573741	-0.00150015706566956	1.08392572402954	-0.00137231819415959	-0.00148749099220334	
1.14298677444458	-0.00178627058351182	-0.00204168365253342	1.14306020736694	-0.00192901823779903	-0.00220498398691317	1.12329101562498	-0.00184312001404232	-0.00207036015249233	1.12332296371462	-0.00198015266831555	-0.00222435096397964	1.10353565216066	-0.00192108743188595	-0.00211998847200391	1.10359573364258	-0.00209231008933509	-0.00230906448804753	1.10359334945678	-0.00203222541265379	-0.00224275045000179	1.10369396209718	-0.00209606231755014	-0.00231341132405951	1.10363626480104	-0.00204461305411749	-0.00225650911400968	1.1036925315857	-0.0021428298769455	-0.00236502533164345	1.10363864898684	-0.00210653683956223	-0.00232485547165546	1.10357809066774	-0.00216742249014237	-0.00239191997334163	1.10358953475952	-0.00213052237863593	-0.00235122220063358	1.10370016098022	-0.00190203049673074	-0.002099271365431	1.10367918014524	-0.00189677143192834	-0.00209342713891358	1.1035842895508	-0.00183172795625402	-0.00202146619525293	1.10360145568848	-0.00182834639147208	-0.00201776573913136	1.10364246368408	-0.00177810758086593	-0.00196239503124221	1.10369729995728	-0.00175016499661305	-0.00193165238124156	1.10358953475952	-0.00166004668099867	-0.0018320101443624	1.10362339019774	-0.00166680167671755	-0.0018395213172463	1.10359048843384	-0.00139513440287881	-0.00153965705710388	1.1036467552185	-0.00170996052683696	-0.00188719238699533	1.10363006591796	-0.00169420187911512	-0.00186977213152616	
1.16269159317016	-0.00284048691694395	-0.00330261025884056	1.1627616882324	-0.00299242252590556	-0.00347947426812662	1.1429977416992	-0.00288935339597282	-0.00330252440656785	1.1430335044861	-0.00304857589834194	-0.00348462439277364	1.12323236465456	-0.00291405050059706	-0.00327315583450844	1.12330245971678	-0.00300503028132604	-0.00337555790653695	1.12330293655394	-0.00294792704760286	-0.00331141510931908	1.12340354919434	-0.00298020495782974	-0.0033479728269525	1.1233401298523	-0.00293105471073866	-0.00329257137936537	1.12340879440308	-0.00294324725223067	-0.00330646984725863	1.1233448982239	-0.00290659236110258	-0.00326510570006114	1.12328386306764	-0.00291630336124831	-0.00327583650550015	1.12329959869384	-0.00288874379816405	-0.003244924749207	1.12340974807738	-0.00230204464854978	-0.00258613939869019	1.12338876724242	-0.00229822659588404	-0.00258180194239391	1.12328481674196	-0.00220084662253036	-0.00247217759506618	1.12331008911134	-0.00219802895028428	-0.00246906809601314	1.1233491897583	-0.00213200801717789	-0.00239498947865498	1.1234040260315	-0.00209352349002311	-0.00235187271728348	1.12329578399658	-0.00197905048372285	-0.00222305906468227	1.12332582473754	-0.00198936338779047	-0.0022347032682924	1.12330102920532	-0.00165025731173554	-0.00185373573672613	1.12334394454954	-0.0020370011777188	-0.00228825293803069	1.12333631515502	-0.00201983469622702	-0.00226895366488192	
1.1824026107788	-0.00397533474326836	-0.00470044617916018	1.18246936798092	-0.00413882148791526	-0.00489402962900101	1.16270637512206	-0.00401833022299451	-0.00467213816762137	1.16273784637452	-0.00421156020200635	-0.0048969404391575	1.1429467201233	-0.00398099749557599	-0.00455006803038765	1.14301538467406	-0.00397423305124628	-0.00454260951985463	1.14302349090576	-0.0039230380348042	-0.00448412462949797	1.1431221961975	-0.0039129237013999	-0.00447294993509751	1.14306163787842	-0.00386824163734198	-0.00442163862168963	1.14312028884888	-0.00377654877779367	-0.00431704952972338	1.14306116104128	-0.00374028418067354	-0.00427537357818503	1.14299774169924	-0.00368679062504701	-0.00421399335854666	1.14302015304564	-0.00367093026629589	-0.00419594727480141	1.14312171936034	-0.00270274998141758	-0.00308957220575919	1.14310026168822	-0.00269965721948988	-0.00308597887406737	1.14299440383914	-0.00256900043861938	-0.00293635312480225	1.14302444458008	-0.00256593477845476	-0.00293292617497196	1.14305496215822	-0.00247862977175713	-0.00283321005996008	1.14311933517456	-0.00243465467892985	-0.00278310083795792	1.1430058479309	-0.00229839284548597	-0.002627076463233	1.14304113388062	-0.00231196062881961	-0.00264266609865332	1.14301681518554	-0.00190581816339144	-0.00217838220744244	1.14305448532104	-0.0023526692623775	-0.00268922915283754	1.14305353164672	-0.002337503634305	-0.00267189178442938	
1.20210361480712	-0.0051612630749564	-0.00620437299937561	1.20216894149778	-0.005336883672182	-0.00641583579508382	1.18242216110228	-0.00519838821894717	-0.00614668943209615	1.18244361877442	-0.00543305085337545	-0.00642427631205071	1.1626491546631	-0.00508789791468457	-0.00591544020952016	1.16272258758542	-0.00496529992245722	-0.00577326637397715	1.16273403167724	-0.00492186144936088	-0.00572281580637216	1.16282987594604	-0.00485905686608884	-0.00565025649280885	1.16277074813842	-0.00482056819028438	-0.00560521568106924	1.16282272338868	-0.00460863241282585	-0.0053590224933795	1.16276407241822	-0.00457281065958996	-0.00531709994494227	1.16269636154178	-0.00444590322714679	-0.00516923550597043	1.16272687911986	-0.00444280203423402	-0.00516576534381228	1.16281938552854	-0.00308797503343156	-0.00359075723090236	1.16280555725098	-0.00308455921898582	-0.00358674260150645	1.16268968582156	-0.00292027775833382	-0.00339537682934884	1.16272735595704	-0.00291608391728536	-0.00339061054289405	1.16276073455812	-0.00280026309392155	-0.00325603597204422	1.16282272338866	-0.00275783271599959	-0.00320687054946899	1.16271305084228	-0.00260296110173749	-0.00302649684382498	1.16274356842042	-0.00261914820652917	-0.00304539773188167	1.16272783279418	-0.00214665669107088	-0.00249597748216197	1.16275262832642	-0.00264164019381064	-0.00307157407844603	1.16275930404662	-0.00263213223396362	-0.00306053624452222	
1.22180032730102	-0.00636194187984572	-0.00777302267106557	1.22187519073484	-0.00654762858398678	-0.00800038492491974	1.2021312713623	-0.00639011468558799	-0.0076817566911368	1.20215177536012	-0.00666558051778759	-0.00801303945326418	1.18236112594604	-0.00619085388000979	-0.00731982496413578	1.1824297904968	-0.0059331408193766	-0.00701552245604349	1.18244218826294	-0.00589867405603828	-0.00697484105867173	1.18253660202026	-0.00577426588378284	-0.00682828075737008	1.1824812889099	-0.00574258284769238	-0.00679049676741117	1.1825304031372	-0.00539625750211361	-0.00638123855940655	1.18246507644654	-0.0053601360492732	-0.00633817368326769	1.18239927291872	-0.00515266101848715	-0.00609250264185584	1.18244552612304	-0.00516204313366614	-0.00610383480905768	1.18252897262572	-0.00343557116097142	-0.00406266243536608	1.1825122833252	-0.00343052315714756	-0.00405663577155853	1.18239784240724	-0.00323322500737384	-0.00382295827273596	1.18243741989138	-0.00322677578244644	-0.00381546043076396	1.18246984481812	-0.00307361996001303	-0.00363446291714648	1.18252611160278	-0.00304193224829087	-0.0035971643133305	1.18242406845092	-0.00287190107738661	-0.00339580495611205	1.1824541091919	-0.00288984055873469	-0.00341710384358525	1.18243074417112	-0.00235316292007664	-0.0027824521827421	1.18246030807496	-0.00288536787038106	-0.00341183298092038	1.18246698379516	-0.0028854073639077	-0.00341189894262029	
1.24149703979492	-0.0075274878910254	-0.00934535393380014	1.24156379699706	-0.00771697988607408	-0.00958112284870407	1.22183513641358	-0.00753963738500367	-0.00921219387281489	1.2218542098999	-0.00784285020380111	-0.00958281953912867	1.20206260681152	-0.00722742773335351	-0.00868782062169679	1.20213127136228	-0.00681605855510225	-0.00819379713652481	1.20214223861694	-0.00679110585722328	-0.00816387519788701	1.20223665237426	-0.00659782326064442	-0.00793214494983418	1.20218753814696	-0.00657219321592928	-0.00790100878248418	1.20223140716552	-0.00608165275593581	-0.00731155395066077	1.20216369628906	-0.0060437717553552	-0.00726560299294523	1.20209789276124	-0.00575278731104367	-0.0069154135041092	1.20214939117432	-0.00577247506930431	-0.00693937739013312	1.20223760604858	-0.00371563406182756	-0.00446707499944413	1.20221519470216	-0.00370772433656256	-0.00445748253518249	1.20210695266724	-0.00347962818743662	-0.00418288523681446	1.20214462280274	-0.00347009647105176	-0.00417155781328163	1.20217609405518	-0.00326968892677427	-0.00393074186276497	1.20222663879394	-0.00326011360694121	-0.00391939542375932	1.20212888717652	-0.00307850367499577	-0.00370075819699149	1.20216178894042	-0.00309733866956547	-0.00372350219595917	1.20213603973386	-0.00250146167443344	-0.00300709723084944	1.20216655731202	-0.0030622282159086	-0.00368130835202257	1.20217895507812	-0.00307561579710367	-0.00369744058518384	
1.26117515563964	-0.00805820597172484	-0.0101628091705664	1.26123428344726	-0.00817631618924858	-0.0103122502901852	1.24153757095338	-0.00851480131789341	-0.010571445745368	1.24155616760254	-0.00874273794068784	-0.0108546002119937	1.22176694869996	-0.00809887576591147	-0.00989493873241771	1.22183561325072	-0.00751824345946898	-0.0091860576078685	1.2218451499939	-0.00750099289241434	-0.00916505178573518	1.22193717956542	-0.00723674593708848	-0.00884284891959742	1.2218894958496	-0.00721406520470262	-0.00881479049600023	1.22193002700804	-0.00657775245894971	-0.00803755323981662	1.22186470031738	-0.00653690864186246	-0.00798721791869136	1.22179412841798	-0.00616658873897427	-0.0075343019136472	1.22185707092286	-0.00619311687528095	-0.00756710364511372	1.22195053100586	-0.00388589663883974	-0.0047483734612641	1.22192239761354	-0.00387456658485334	-0.0047344196910773	1.22181844711304	-0.00361967693718152	-0.00442258805443801	1.22185707092284	-0.00360755670283276	-0.00440791866611129	1.22188949584962	-0.00334992511397899	-0.00409323830865377	1.22193431854246	-0.00337604012411485	-0.00412529928843228	1.221839427948	-0.00318646985216127	-0.00389335450133827	1.22187757492064	-0.00320568203237369	-0.00391695098768343	1.22184419631956	-0.00255976214164146	-0.00312763051672314	1.22187423706056	-0.00314287115824778	-0.00384019329866364	1.22189569473266	-0.00317360797515632	-0.00387781792161275	
1.2808990478516	-0.00974709827289682	-0.0124850488970695	1.2809276580811	-0.00992839062460188	-0.0127175501512856	1.26124811172486	-0.00872344355850711	-0.0110024267159055	1.26124620437622	-0.00874333352147432	-0.0110274962175549	1.24146604537966	-0.00861700935032143	-0.0106977245211431	1.2415370941162	-0.00786675628781905	-0.0097668697416992	1.24153900146484	-0.00785288558351994	-0.00974966372598098	1.24163484573364	-0.0075276511556599	-0.00934659398139444	1.2415781021118	-0.00750516236885668	-0.00931824524996598	1.24163055419922	-0.00674273718436543	-0.00837198850704334	1.24156284332276	-0.00669937088008482	-0.00831768995835181	1.2414870262146	-0.00626999776851767	-0.00778412088400918	1.24155569076538	-0.00629962730213008	-0.00782133812666055	1.24167156219484	-0.00388098880170216	-0.0048189134282702	1.24164152145388	-0.00386820914412838	-0.00480292908701737	1.24154043197632	-0.00359350691253322	-0.00446148412449638	1.24157285690308	-0.00358095682625012	-0.00444601879721394	1.2416090965271	-0.00326176341823043	-0.00404983513079423	1.24164676666258	-0.00333643451404223	-0.00414267312654197	1.24155712127686	-0.00314184194540667	-0.00390077624124599	1.24159193038938	-0.00316228654478207	-0.00392626945558033	1.24156045913696	-0.00248128550217696	-0.00308066596733271	1.24158620834352	-0.0030826991051938	-0.00382743669348153	1.24161386489868	-0.00313504302492858	-0.00389251288680523	
1.3004899024963	-0.00779100701049672	-0.0101321259474289	1.3005208969116	-0.00761257648341778	-0.00990031479602264	1.2809419631958	-0.010053142810308	-0.0128774924877237	1.2809491157532	-0.00990860199852673	-0.0126924149683632	1.26114654541018	-0.00834393951784743	-0.0105229304980448	1.26122522354126	-0.00748215070501554	-0.00943667719550263	1.26121711730958	-0.00747629486966134	-0.00942923106367068	1.2613205909729	-0.00713312205142713	-0.00899715372138789	1.26126766204834	-0.0071160398715663	-0.0089752309718532	1.261323928833	-0.00630342068438713	-0.00795065534271837	1.26125621795656	-0.00626564836915094	-0.007902587965121	1.26117610931396	-0.00582980503369503	-0.00735241083045444	1.26125383377076	-0.00586085301815471	-0.00739202333831456	1.26139879226688	-0.00357052632129124	-0.00450385758943387	1.26136684417726	-0.0035617158673982	-0.00449263030351614	1.2612738609314	-0.003283327926714	-0.00414117569083045	1.26129627227782	-0.00327586258229154	-0.00413183326353871	1.26133251190186	-0.00291578897940667	-0.00367777943757078	1.26137685775756	-0.00303411977902451	-0.003827168472926	1.26127767562866	-0.00283960492925781	-0.00358153030487797	1.26130723953244	-0.00286221981291189	-0.00361013857115895	1.26126861572266	-0.00218082563576498	-0.00275060693075378	1.2612943649292	-0.00279361874335814	-0.00352357557875821	1.26133251190186	-0.00286699688612044	-0.00361623638398511	
						1.3006925582886	-0.00745998686000003	-0.00970314939373278	1.3006043434143	-0.00670449611096473	-0.008719896762325	1.2808752059937	-0.00882937837134973	-0.0113093318401989	1.2809467315674	-0.00774234723806962	-0.00991753438926517	1.28093957901	-0.00772548950287702	-0.00989588527146146	1.2810516357422	-0.0073027382440064	-0.00935518477288153	1.2809634208679	-0.00727300190492752	-0.00931644940011471	1.2810349464417	-0.00630719617297239	-0.00807973871164098	1.2809729576111	-0.00625983710254986	-0.00801868204741699	1.2808847427368	-0.00576185047667849	-0.00738026636550824	1.2809586524963	-0.00578832319929205	-0.00741460268557822	1.2811398506165	-0.00347076537540486	-0.0044465358345711	1.2811136245728	-0.00346014457012514	-0.00443283835177891	1.2810230255127	-0.00316243662202732	-0.0040511541295416	1.2810349464417	-0.0031550461093737	-0.00404172432374263	1.2810730934143	-0.00270459265648127	-0.00346478088086406	1.2811017036438	-0.00290435858142029	-0.00372077872665002	1.2810158729553	-0.00270553664414279	-0.00346583538600912	1.281042098999	-0.00273081448171753	-0.00349828831563629	1.2810325622559	-0.00201584265657908	-0.00258236008346224	1.2810325622559	-0.00264861403038164	-0.00339296081776672	1.2810707092285	-0.00275300151287136	-0.00352678960060125	
